dataset,row_id,full_question,final_ground_truth,hop_questions,hop_ground_truths,hop_responses
musique,3hop1__66475_69948_617898,Who was the spouse of the president of the Russian Republic at the time the country called Russia before the Russian Revolution disintegrated?,Raisa Maximovna Gorbacheva,"[""what was russia called after the russian revolution"", ""who was the president of the russian republic at the time of the disintegration of the Soviet Union""]","[""the Soviet Union"", ""Mikhail Gorbachev""]","[""Soviet Union"", ""Mikhail Gorbachev""]"
musique,3hop1__68160_69948_617898,Who was married to the Russian Republic's president during the disintegration of the inventors of the world's first satellite?,Raisa Maximovna Gorbacheva,"[""who invented the first satellite in the world"", ""who was the president of the russian republic at the time of the disintegration of the Soviet Union""]","[""the Soviet Union"", ""Mikhail Gorbachev""]","[""Sputnik 1 was the first artificial satellite to be launched into space by the Soviet Union on October 4, 1957."", ""Mikhail Gorbachev""]"
musique,3hop1__79417_69948_617898,Who is the spouse of the president of the Russian republic at the time of the disintegration of the nation being America's primary enemy during the cold war?,Raisa Maximovna Gorbacheva,"[""which nation was america's primary enemy during the cold war"", ""who was the president of the russian republic at the time of the disintegration of the Soviet Union""]","[""the Soviet Union"", ""Mikhail Gorbachev""]","[""Soviet Union"", ""Mikhail Gorbachev""]"
musique,3hop1__35248_69948_617898,Who was the spouse of the president of the Russian Republic at the time of the disintegration of the union that backed two puppet regimes in/around Iran during WWII?,Raisa Maximovna Gorbacheva,"[""Who backed two puppet regimes in/around Iran during WWII?"", ""who was the president of the russian republic at the time of the disintegration of the Soviet Union""]","[""the Soviet Union"", ""Mikhail Gorbachev""]","[""The United Kingdom and the Soviet Union."", ""Mikhail Gorbachev""]"
musique,3hop1__37727_37586_620955,What county is part of the state that was founded by the first Baptist group in the United States?,Kent County,"[""Who founded the first Baptist group in what is now the United States?"", ""What colony was Roger Williams the founder of?""]","[""Roger Williams"", ""Rhode Island""]","[""The First Baptist Church of New York was founded by Roger Williams in 1639."", ""Rhode Island""]"
musique,3hop1__37727_37586_782367,In which country is the Episcopal Diocese of the state founded as a colony by the founder of the first Baptist group in what is now the U.S.?,United States of America,"[""Who founded the first Baptist group in what is now the United States?"", ""What colony was Roger Williams the founder of?""]","[""Roger Williams"", ""Rhode Island""]","[""The First Baptist Church of New York was founded by Roger Williams in 1639."", ""Rhode Island""]"
musique,3hop1__756136_5960_90069,What is the unit of currency in the part of the United Kingdom where Bloody Friday is located?,pound sterling,"[""Bloody Friday >> location"", ""What part of the United Kingdom is Belfast located in?""]","[""Belfast"", ""Northern Ireland""]","[""The Bloody Friday incident occurred in Belfast, Northern Ireland on April 5, 1972."", ""Northern Ireland""]"
musique,3hop1__756136_5960_35392,When did the border between Ireland and the part of the U.K. that experienced Bloody Friday become a free-travel area?,1997,"[""Bloody Friday >> location"", ""What part of the United Kingdom is Belfast located in?""]","[""Belfast"", ""Northern Ireland""]","[""Belfast"", ""Northern Ireland""]"
musique,3hop1__801682_192919_16121,What university is found in the city that headquarters the company that owns Endless.com?,University of Washington,"[""Endless.com >> owned by"", ""Amazon >> headquarters location""]","[""Amazon"", ""Seattle""]","[""Amazon"", ""Seattle, Washington""]"
musique,3hop1__801682_192919_16066,How many theater companies does the city where the owner of Endless.com located have in residence?,around 100,"[""Endless.com >> owned by"", ""Amazon >> headquarters location""]","[""Amazon"", ""Seattle""]","[""Amazon"", ""Seattle, Washington""]"
musique,3hop1__145302_99691_35202,The Achaemenid Empire expanded into what part of the continent on which Trinh T. Minh-ha was born?,Central Asia,"[""Where was Trinh T. Minh-ha born?"", ""What continent is Hanoi found on?""]","[""Hanoi"", ""Asia""]","[""Hanoi, Vietnam"", ""Asia""]"
musique,3hop1__145302_99691_28721,In what year was a project announced to connect Alaska with the continent which contains the birth city of Trinh T. Minh-ha?,2011,"[""Where was Trinh T. Minh-ha born?"", ""What continent is Hanoi found on?""]","[""Hanoi"", ""Asia""]","[""Hanoi, Vietnam"", ""Asia""]"
musique,3hop1__830282_99691_35202,The Achaemenid Empire expanded into what part of the continent where Nguyen Van Nghi was born?,Central Asia,"[""Nguyen Van Nghi >> place of birth"", ""What continent is Hanoi found on?""]","[""Hanoi"", ""Asia""]","[""Hanoi"", ""Asia""]"
musique,3hop1__830282_99691_28721,There was a proposal to connect rural Alaska to the continent where Nguyen Van Nghi was born. What year was this project announced?,2011,"[""Nguyen Van Nghi >> place of birth"", ""What continent is Hanoi found on?""]","[""Hanoi"", ""Asia""]","[""Hanoi"", ""Asia""]"
musique,3hop1__654083_299916_7375,when did the country that developed the F-117 adopt Daylight Saving Time?,1918,"[""F-117 Nighthawk >> manufacturer"", ""Lockheed MQM-105 Aquila >> country""]","[""Lockheed"", ""the United States""]","[""Lockheed Martin"", ""United States""]"
musique,3hop1__30465_459267_34205,"Who wants to open the border between Armenia and the country that contained religious buildings commissioned by the Ottoman dynasty, some of which were housed inside al-Qarawiyin University?",Turkish business lobby,"[""What religious buildings were housed inside al-Qarawiyin University?"", ""mosques commissioned by the Ottoman dynasty >> country""]","[""mosques"", ""Turkey""]","[""Mosques and madrasas."", ""Turkey""]"
musique,3hop1__32971_459267_34205,Who wants the border between the country that buildings where Quran copies where kept for those who could not afford their own commissioned by the Ottoman dynasty and Armenia opened?,Turkish business lobby,"[""Where were Quran copies kept for those who could not afford their own?"", ""mosques commissioned by the Ottoman dynasty >> country""]","[""mosques"", ""Turkey""]","[""Mosques and madrasas."", ""Turkey""]"
musique,3hop1__60406_72477_196273,What political party did the person who brokered the purchase of Louisiana for the country where m&m chocolate comes from belong to?,Democratic-Republican Party,"[""where does m & m chocolate come from"", ""who brokered the purchase of louisiana for the United States""]","[""the United States"", ""Thomas Jefferson""]","[""United States of America"", ""Thomas Jefferson.""]"
musique,3hop1__9080_72477_196273,The person who brokered the purchase of louisiana for the country that took over the Marshall Islands in the second world war was a member of which political party?,Democratic-Republican Party,"[""Who took over the Marshall Islands in the second world war?"", ""who brokered the purchase of louisiana for the United States""]","[""the United States"", ""Thomas Jefferson""]","[""The United States."", ""Thomas Jefferson and James Monroe.""]"
musique,3hop1__90728_91799_12463,What are the notes issued by the monetary policy maker in the country America was called after the Revolutionary War?,obligations of the United States,"[""what was america called after the revolutionary war"", ""which organization sets monetary policy for the United States""]","[""the United States"", ""the Federal Reserve""]","[""United States of America"", ""Federal Reserve System""]"
musique,3hop1__90728_91799_73100,There is an organization that sets the monetary policy of the country which received its current name after the American revolutionary war. When did that organization start quantitative easing?,during the Great Depression of the 1930s,"[""what was america called after the revolutionary war"", ""which organization sets monetary policy for the United States""]","[""the United States"", ""the Federal Reserve""]","[""The United States of America"", ""Federal Reserve System""]"
musique,3hop1__17268_91799_12463,What are the notes issued by the organization that sets monetary policy for the country who regards Israel as its most reliable partner in the Middle East?,obligations of the United States,"[""Who regards Israel as it's most reliable partner in the Middle East?"", ""which organization sets monetary policy for The United States""]","[""The United States"", ""the Federal Reserve""]","[""United States."", ""Federal Reserve System""]"
musique,3hop1__17268_91799_73100,When was quantitative easing started by the organization setting monetary policy for the country considered its most reliable partner in the Middle East by Israel?,during the Great Depression of the 1930s,"[""Who regards Israel as it's most reliable partner in the Middle East?"", ""which organization sets monetary policy for The United States""]","[""The United States"", ""the Federal Reserve""]","[""United States."", ""Federal Reserve System""]"
musique,3hop1__53235_762096_90300,"When does it start to snow in the place of death of Feodor I, who was formerly of the largest country in europe by square miles?",the beginning of November,"[""what is the largest country in europe by square miles"", ""Feodor I of Russia * >> place of death""]","[""Russia *"", ""Moscow""]","[""Russia"", ""Moscow""]"
musique,3hop1__53235_762096_518118,"Where was Blessed John, of the city where Feodor I of the largest country in Europe died, the Fool-For-Christ born?",Vologda,"[""what is the largest country in europe by square miles"", ""Feodor I of Russia * >> place of death""]","[""Russia *"", ""Moscow""]","[""Russia"", ""Moscow""]"
musique,3hop1__106139_81195_59314,Where does the columbia river meet the body of water that provides warm moist air over the andes mountains in the country where Choripan orignated?,Columbia Bar,"[""What country did Choripán originate?"", ""where does the warm moist air mass over the andes mountains in Argentina come from""]","[""Argentina"", ""the Pacific Ocean""]","[""Argentina"", ""The warm moist air mass comes from the Pacific Ocean to the west and the Atlantic Ocean to the east.""]"
musique,3hop1__106139_81195_67444,Who was the first European in America to see the source of the warm moist air mass over the Andes in the country Choripan comes from?,Spaniard Vasco Núñez de Balboa,"[""What country did Choripán originate?"", ""where does the warm moist air mass over the andes mountains in Argentina come from""]","[""Argentina"", ""the Pacific Ocean""]","[""Argentina"", ""The warm moist air mass comes from the Pacific Ocean to the west and the Antarctic cold front to the east.""]"
musique,3hop1__2486_65293_48285,How close is the Wrigley Field to the where the city Kanye West lived as a child get its drinking water from?,less than a mile to the east,"[""Where did Kanye West live as a child?"", ""where does Chicago get its drinking water from""]","[""Chicago"", ""Lake Michigan""]","[""Chicago."", ""The Chicago Water System is a municipal water system that provides drinking water to the city of Chicago and surrounding areas. The main source of the water is Lake Michigan, with approximately 90% of the city's water coming from this source.""]"
