reason,response_excerpt,status,uid
r1_alias_not_found,Kathryn Stockett,failed,55176
r1_alias_not_found,"""Let us go to the mountains.""",failed,55178
r1_alias_not_found,Paul Baran.,failed,55179
r1_alias_not_found,John Updike,failed,55180
r1_alias_not_found,David Mitchell,failed,55183
r1_alias_not_found,R.K. Narayan,failed,55182
r1_alias_not_found,Alan Hollinghurst,failed,55184
r1_alias_not_found,Kathryn Stockett,failed,55185
r1_alias_not_found,Barbara Kingsolver,failed,55186
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,55181
r1_alias_not_found,A.E. van Arkel,failed,55187
r1_alias_not_found,Austen.,failed,55188
r1_alias_not_found,H.G. Wells,failed,55189
r1_alias_not_found,Robert Louis Stevenson,failed,55190
r1_alias_not_found,Vladimir Nabokov,failed,55191
r1_alias_not_found,Jaroslav Hašek,failed,55192
r1_alias_not_found,John Young,failed,55193
r1_alias_not_found,Ernest Hemingway,failed,55194
r1_alias_not_found,Edgar Rice Burroughs,failed,55195
r1_alias_not_found,Rahul Malhotra,failed,55196
r1_alias_not_found,John Dewey,failed,55197
r1_alias_not_found,Kamala Das,failed,55200
r1_alias_not_found,I couldn't find any information on a novelist named Jogajog.,failed,55198
r1_alias_not_found,Salman Rushdie,failed,55199
r1_alias_not_found,Katherine Dunn,failed,55201
r1_alias_not_found,Rahul Bala,failed,55202
r1_alias_not_found,John Green.,failed,55203
r1_alias_not_found,David Guterson,failed,55204
r1_alias_not_found,Henry James,failed,55205
r1_alias_not_found,Lao She,failed,55206
r1_alias_not_found,Edith Wharton,failed,55207
r1_alias_not_found,John Buchan,failed,55208
r1_alias_not_found,Kurt Vonnegut,failed,55209
r1_alias_not_found,Salman Rushdie,failed,55210
r1_alias_not_found,George Eliot,failed,55211
r1_alias_not_found,Jesmyn Ward,failed,55212
r1_alias_not_found,Rabindranath Tagore,failed,55213
r1_alias_not_found,Sławomir Molórański,failed,55214
r1_alias_not_found,Khaled Hosseini,failed,55215
r1_alias_not_found,Jean-Jacques Rousseau,failed,55217
r1_alias_not_found,Jean-Paul Sartre,failed,55218
r1_alias_not_found,Robert Louis Stevenson,failed,55219
r1_alias_not_found,Giovanni Boccaccio,failed,55220
r1_alias_not_found,Jean-Paul Sartre,failed,55221
r1_alias_not_found,"I couldn't find any information on a novel called ""Kaew the Playful"". It's possible that it's a lesser-known or self-published work. If you could provide more context or details, I may be able to help",failed,55216
r1_alias_not_found,John Grisham,failed,55222
r1_alias_not_found,Edith Wharton,failed,55223
r1_alias_not_found,Richard Adams,failed,55224
r1_alias_not_found,Sandra Cisneros,failed,55225
r1_alias_not_found,John Buchan,failed,55226
r1_alias_not_found,Hermann Hesse,failed,55227
r1_alias_not_found,Hermann Hesse,failed,55228
r1_alias_not_found,Thomas Mann,failed,55230
r1_alias_not_found,Jean-Jacques Rousseau,failed,55229
r1_alias_not_found,Max Brandt,failed,55231
r1_alias_not_found,Hans Christian Andersen,failed,55232
r1_alias_not_found,Władysław Reymont,failed,55233
r1_alias_not_found,John Updike,failed,55234
r1_alias_not_found,Doris Lessing,failed,55235
r1_alias_not_found,John Buchan,failed,55237
r1_alias_not_found,Sachchidananda Dasgupta,failed,55236
r1_alias_not_found,John Fowles,failed,55238
r1_alias_not_found,Hermann Hesse,failed,55239
r1_alias_not_found,Paula McLain,failed,55240
r1_alias_not_found,François Mauriac,failed,55241
r1_alias_not_found,Bernard Salomon,failed,55242
r1_alias_not_found,John Barnes,failed,55244
r1_alias_not_found,Jean-Paul Sartre,failed,55245
r1_alias_not_found,John Jakes,failed,55246
r1_alias_not_found,Robert Louis Stevenson,failed,55247
r1_alias_not_found,Kazuo Ishiguro,failed,55248
r2_alias_not_found,John Edgeworth,failed,55243
r1_alias_not_found,John Steinbeck,failed,55249
r1_alias_not_found,Richard Ford,failed,55250
r1_alias_not_found,Graham Greene,failed,55251
r1_alias_not_found,Paul Calle,failed,55252
r1_alias_not_found,Robert Harris,failed,55253
r1_alias_not_found,John Fowles,failed,55254
r1_alias_not_found,Walter Tevis,failed,55255
r1_alias_not_found,John Buchan,failed,55256
r1_alias_not_found,Robert Reznikoff,failed,55257
r1_alias_not_found,Anne Sullivan,failed,55259
r1_alias_not_found,Luisa Fernanda Alcalde,failed,55258
r1_alias_not_found,John Steinbeck,failed,55261
r1_alias_not_found,Jeannette Winterson,failed,55262
r1_alias_not_found,John Buchan,failed,55263
r1_alias_not_found,Robert Louis Stevenson,failed,55265
r1_alias_not_found,Juan Goytisolo,failed,55264
r1_alias_not_found,Salman Rushdie,failed,55266
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,55260
r1_alias_not_found,Richard Ford,failed,55267
r1_alias_not_found,John Jakes,failed,55268
r1_alias_not_found,Paul Auster,failed,55269
r1_alias_not_found,Helen Fielding,failed,55270
r1_alias_not_found,John Irving,failed,55273
r2_alias_not_found,Keshavrao Mudaliar,failed,55272
r1_alias_not_found,John Irving,failed,55274
r1_alias_not_found,"I couldn't find any information on a novel called ""Odd John"". Could you provide more context or details about the book? I'll do my best to help.",failed,55271
r1_alias_not_found,Edgar Allan Poe,failed,55275
r1_alias_not_found,Shakespeare,failed,55276
r1_alias_not_found,Edith Wharton,failed,55277
r1_alias_not_found,John Locke,failed,55279
r1_alias_not_found,Robert W. Bollinger,failed,55280
r1_alias_not_found,João Guimarães Rosas,failed,55281
r1_alias_not_found,Edith Wharton,failed,55282
r1_alias_not_found,Ana Luisa Antunes,failed,55283
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,55278
r1_alias_not_found,Jonathan Tropper,failed,55284
r1_alias_not_found,Vladimir Nabokov,failed,55285
r1_alias_not_found,Paul Hutchens,failed,55287
r1_alias_not_found,Jonathan Haidt,failed,55288
r1_alias_not_found,Sachin Vaze,failed,55289
r1_alias_not_found,Edith Nesbit,failed,55290
r1_alias_not_found,Thomas De Quincey,failed,55291
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,55286
r1_alias_not_found,Rollo May,failed,55292
r1_alias_not_found,Neil Gaiman,failed,55293
r1_alias_not_found,John Banville,failed,55294
r1_alias_not_found,John Buchan,failed,55295
r1_alias_not_found,Rita Sá.,failed,55296
r1_alias_not_found,Edgar Allan Poe,failed,55297
r1_alias_not_found,George Eliot,failed,55298
r1_alias_not_found,Gabriel García Márquez,failed,55299
r1_alias_not_found,Wong Fei-hung,failed,55300
r1_alias_not_found,Neil Gaiman,failed,55301
r1_alias_not_found,Vladimir Nabokov,failed,55302
r1_alias_not_found,John Updike,failed,55303
r1_alias_not_found,Yukio Mishima,failed,55304
r1_alias_not_found,Hans Egede,failed,55305
r1_alias_not_found,Liu Cixin,failed,55307
r1_alias_not_found,Juan Ramón Fernández i Pàmpli,failed,55306
r1_alias_not_found,John Updike,failed,55308
r1_alias_not_found,Flannery O'Connor,failed,55309
r1_alias_not_found,Nguyễn Công Trứ,failed,55310
r1_alias_not_found,Edmund Burke,failed,55311
r1_alias_not_found,Robert Louis Stevenson,failed,55312
r1_alias_not_found,Kiran Reddy,failed,55313
r1_alias_not_found,Juan de Mairena y Piquet,failed,55314
r1_alias_not_found,John Fowles,failed,55315
r1_alias_not_found,Johannes Vermeer,failed,55316
r1_alias_not_found,Johannes von Goethe,failed,55317
r1_alias_not_found,Junichiro Tanizaki,failed,55318
r1_alias_not_found,R.K. Narayan,failed,55320
r1_alias_not_found,Liu Cixin,failed,55321
r1_alias_not_found,Christiane Bäker,failed,55322
r1_alias_not_found,"It is unclear who the author of the novel ""Jigulu"" is without more information.",failed,55323
r1_alias_not_found,"I couldn't find any information on a novel called ""Pak Sar Jamin Sad Bad"". It's possible that it's a lesser-known or older work. If you could provide more context or details, I may be able to help fur",failed,55319
r1_alias_not_found,"I couldn't find any information on a novel called ""Menggu youmu ji"". It's possible that it's a lesser-known or older work, or it may be a misspelling or incorrect title. If you could provide more cont",failed,55324
r1_alias_not_found,"I couldn't find any information on a novel called ""Raino Parvat"". It's possible that it's a lesser-known or unpublished work, or it may be a misspelling or incorrect title. If you could provide more c",failed,55325
r1_alias_not_found,José Donoso,failed,55326
r1_alias_not_found,Ariel Lawford,failed,55327
r1_alias_not_found,John Wyndham,failed,55328
r1_alias_not_found,John Keats,failed,55329
r1_alias_not_found,Håkan Nesser,failed,55330
r1_alias_not_found,Robert Louis Stevenson,failed,55333
r1_alias_not_found,Miguel Ángel Beltrán,failed,55332
r1_alias_not_found,Paul Beatty,failed,55334
r2_alias_not_found,Stanley Kwan,failed,55331
r1_alias_not_found,John Keats,failed,55335
r1_alias_not_found,Peter Handke,failed,55336
r1_alias_not_found,John McWhorter,failed,55337
r1_alias_not_found,Edith Wharton,failed,55338
r1_alias_not_found,Mary McCarthy,failed,55339
r1_alias_not_found,Raja Ram Mohan Roy,failed,55340
r1_alias_not_found,Jean-Jacques Rousseau,failed,55341
r1_alias_not_found,Jonathan Franzen,failed,55343
r1_alias_not_found,Jean-Paul Sartre,failed,55342
r1_alias_not_found,Vijayakumar Ramesh,failed,55344
r1_alias_not_found,Sachchidananda Dasgupta,failed,55346
r1_alias_not_found,Khaled Hosseini,failed,55345
r1_alias_not_found,Rahul Malhotra,failed,55347
r1_alias_not_found,Paul Auster,failed,55349
r1_alias_not_found,Robert Louis Stevenson,failed,55350
r1_alias_not_found,John Steinbeck,failed,55351
r2_alias_not_found,Keshab Chandra Sen,failed,55348
r1_alias_not_found,Ernest Hemingway,failed,55352
r1_alias_not_found,Lao She,failed,55354
r1_alias_not_found,Ernest Hemingway,failed,55353
r1_alias_not_found,Hermann Hesse,failed,55355
r1_alias_not_found,Kurt Vonnegut,failed,55357
r1_alias_not_found,Joshua Foer,failed,55356
r1_alias_not_found,Paul Auster,failed,55358
r1_alias_not_found,Friedrich Schiller,failed,55359
r1_alias_not_found,Hermann Hesse,failed,55360
r1_alias_not_found,Robert Louis Stevenson,failed,55361
r1_alias_not_found,John Updike,failed,55362
r1_alias_not_found,C.S. Lewis,failed,55363
r1_alias_not_found,John Donne,failed,55364
r1_alias_not_found,Hermann Hesse,failed,55365
r1_alias_not_found,Katherine Mansfield,failed,55366
r1_alias_not_found,Thomas Mann,failed,55368
r1_alias_not_found,Edmund Dulac,failed,55367
r1_alias_not_found,John Keats,failed,55369
r1_alias_not_found,Anne Tyler,failed,55370
r1_alias_not_found,Peter Handke,failed,55371
r1_alias_not_found,It seems you haven't asked a question yet. Please provide the question and I'll be happy to assist.,failed,55372
r1_alias_not_found,François Bézançon,failed,55374
r1_alias_not_found,Kathryn Stockett,failed,55375
r1_alias_not_found,Hermann Hesse,failed,55376
r1_alias_not_found,John Green,failed,55377
r1_alias_not_found,Hermann Hesse,failed,55378
r1_alias_not_found,John Boyne,failed,55379
r1_alias_not_found,"I couldn't find any information on a novel called ""Grodek"". It's possible that it's a lesser-known or unpublished work, or it may be a misspelling or incorrect title. If you could provide more context",failed,55373
r1_alias_not_found,Jean-Paul Sartre,failed,55380
r1_alias_not_found,Jean-Paul Sartre,failed,55381
r1_alias_not_found,Jean-Paul Sartre,failed,55382
r1_alias_not_found,Alphonse Daudet,failed,55383
r1_alias_not_found,John Updike,failed,55384
r1_alias_not_found,Kazuo Ishiguro,failed,55385
r1_alias_not_found,Kurt Vonnegut,failed,55386
r1_alias_not_found,George Eliot,failed,55388
r1_alias_not_found,Erin Morgenstern,failed,55387
r1_alias_not_found,Peter Szabó,failed,55389
r1_alias_not_found,Jennifer Weiner,failed,55390
r1_alias_not_found,Paul Theroux,failed,55391
r1_alias_not_found,John Milton,failed,55392
r1_alias_not_found,George Orwell,failed,55393
r1_alias_not_found,Thomas Mann,failed,55394
r1_alias_not_found,Ernesto Cheever,failed,55395
r1_alias_not_found,Edmund Burke,failed,55396
r1_alias_not_found,Christopher Isherwood,failed,55397
r1_alias_not_found,Francis Ford Coppola,failed,55398
r1_alias_not_found,Alan Hollinghurst,failed,55399
r1_alias_not_found,Sarojini Naidu,failed,55400
r1_alias_not_found,John Bunyan,failed,55401
r1_alias_not_found,Kathryn Schulz,failed,55402
r1_alias_not_found,Oliver Lennox,failed,55403
r1_alias_not_found,Katherine May.,failed,55404
r1_alias_not_found,Francisco Goya,failed,55405
r1_alias_not_found,John Wyndham,failed,55406
r1_alias_not_found,Roald Dahl,failed,55407
r1_alias_not_found,Robert Carlock,failed,55408
r1_alias_not_found,John Locke,failed,55409
r1_alias_not_found,Paul Scott,failed,55410
r1_alias_not_found,Salah Al-Sawadi,failed,55411
r1_alias_not_found,John Buchan,failed,55412
r1_alias_not_found,Edith Nesbit,failed,55413
r1_alias_not_found,Lee Hyun-seung,failed,55414
r1_alias_not_found,Khaled Hosseini,failed,55415
r1_alias_not_found,Flannery O'Connor,failed,55416
r1_alias_not_found,Edith Wharton,failed,55417
r1_alias_not_found,Katherine Mansfield,failed,55418
r1_alias_not_found,Philip Pullman,failed,55419
r1_alias_not_found,Paula Hawkins,failed,55420
r1_alias_not_found,Mark Twain,failed,55421
r1_alias_not_found,Ernest Hemingway,failed,55422
r1_alias_not_found,Kazuo Ishiguro,failed,55423
r1_alias_not_found,George Saunders,failed,55424
r1_alias_not_found,John Keats,failed,55426
r1_alias_not_found,David Malouf,failed,55427
r1_alias_not_found,John Keats,failed,55428
r1_alias_not_found,John Updike,failed,55429
r2_alias_not_found,Samuel Edwards,failed,55425
r1_alias_not_found,Paul Auerbach,failed,55430
r1_alias_not_found,Rahul Bhatia,failed,55431
r1_alias_not_found,Sachin Vaze,failed,55432
r1_alias_not_found,John Updike,failed,55433
r1_alias_not_found,John Dewey,failed,55434
r1_alias_not_found,Armond White,failed,55435
r1_alias_not_found,Shirley Jackson,failed,55436
r1_alias_not_found,Mark Twain,failed,55437
r1_alias_not_found,Joseph Conrad,failed,55438
r1_alias_not_found,John Updike,failed,55439
r1_alias_not_found,John Steinbeck,failed,55440
r1_alias_not_found,Pema Chödrön,failed,55441
r1_alias_not_found,Friedrich Nietzsche,failed,55442
r1_alias_not_found,William Faulkner,failed,55443
r1_alias_not_found,Juan Rulfo,failed,55445
r1_alias_not_found,John Fowles,failed,55444
r1_alias_not_found,Vladimir Nabokov,failed,55446
r1_alias_not_found,Kathryn Stockett,failed,55447
r1_alias_not_found,Erma Ismail,failed,55448
r1_alias_not_found,John Fowles,failed,55449
r1_alias_not_found,John Fowles,failed,55450
r1_alias_not_found,Eric Haldeman,failed,55451
r1_alias_not_found,Edith Wharton,failed,55452
r1_alias_not_found,John Irving,failed,55453
r1_alias_not_found,John Steinbeck,failed,55454
r1_alias_not_found,Edith Wharton,failed,55455
r1_alias_not_found,Jonathan Lethem,failed,55456
r1_alias_not_found,Tobias Wolff,failed,55457
r1_alias_not_found,Walden Robinson,failed,55458
r1_alias_not_found,John Fowles,failed,55459
r1_alias_not_found,John K. Fairbank,failed,55460
r1_alias_not_found,John Grisham,failed,55461
r1_alias_not_found,Jonathan Lethem,failed,55462
r1_alias_not_found,Harper Lee,failed,55463
r1_alias_not_found,Khaled Hosseini,failed,55464
r1_alias_not_found,John Irving,failed,55465
r1_alias_not_found,John Gardner,failed,55466
r1_alias_not_found,João Guimarães Rosa,failed,55467
r1_alias_not_found,Henry James,failed,55468
r1_alias_not_found,Lois Lowry,failed,55469
r1_alias_not_found,John Steinbeck,failed,55470
r1_alias_not_found,Katherine Howe,failed,55471
r1_alias_not_found,Catherine Webb,failed,55472
r1_alias_not_found,Erin Morgenstern,failed,55473
r1_alias_not_found,Rajinder Singh Bawa,failed,55474
r1_alias_not_found,John Grisham,failed,55476
r1_alias_not_found,Rudolf Steiner,failed,55477
r1_alias_not_found,John Ashbery,failed,55478
r1_alias_not_found,Kathleen E. Woodhouse,failed,55479
r1_alias_not_found,Jonathan Tropper,failed,55480
r2_alias_not_found,Edith Wharton's father was Henry Wadsworth Longfellow.,failed,55475
r1_alias_not_found,John Green,failed,55481
r1_alias_not_found,Richard Ford,failed,55482
r1_alias_not_found,Adele Exarchopoulos,failed,55483
r1_alias_not_found,Jorge Amado,failed,55484
r1_alias_not_found,Richard Ford,failed,55487
r1_alias_not_found,Gabriel García Márquez,failed,55486
r1_alias_not_found,Katherine Howe,failed,55488
r2_alias_not_found,John Conroy,failed,55485
r1_alias_not_found,George Orwell,failed,55490
r1_alias_not_found,"""Det är 1988 och han har precis börjat snöa"".",failed,55489
r1_alias_not_found,Sylvia Plath,failed,55491
r1_alias_not_found,Robert Louis Stevenson,failed,55493
r1_alias_not_found,Yoshiko Tsukuma,failed,55492
r1_alias_not_found,John Steinbeck,failed,55494
r1_alias_not_found,Herta Müller,failed,55495
r1_alias_not_found,Yūki Tanaka,failed,55496
r1_alias_not_found,Yukio Mishima,failed,55497
r1_alias_not_found,Yukio Mishima,failed,55498
r1_alias_not_found,Yoko Ogawa,failed,55499
r1_alias_not_found,Ariel Sharon,failed,55500
r1_alias_not_found,Edith Wharton,failed,55502
r1_alias_not_found,John Wyndham,failed,55503
r1_alias_not_found,John Steinbeck,failed,55504
r1_alias_not_found,"It is unclear who the author of the novel ""Ratrimazha"" is without more information.",failed,55501
r1_alias_not_found,Kazuo Ishiguro,failed,55505
r1_alias_not_found,John Irving,failed,55506
r1_alias_not_found,Hermann Hesse,failed,55507
r1_alias_not_found,Paul Auster,failed,55508
r1_alias_not_found,Kurt Vonnegut,failed,55509
r1_alias_not_found,Khalilur Rahman Chowdhury,failed,55510
r1_alias_not_found,Raja Naresh Chandra Mukherjee,failed,55511
r1_alias_not_found,Paul Auster,failed,55512
r1_alias_not_found,Paul Bowles,failed,55513
r1_alias_not_found,Mary Shelley.,failed,55515
r1_alias_not_found,Kathryn Stockett,failed,55516
r2_alias_not_found,Mendel Chomsky,failed,55514
r1_alias_not_found,John Polidori,failed,55517
r1_alias_not_found,John Barnes,failed,55519
r1_alias_not_found,Yasunori Kawabata,failed,55518
r1_alias_not_found,Lao She,failed,55520
r1_alias_not_found,Wu Cheng'en,failed,55522
r1_alias_not_found,Tenzin Gyatso.,failed,55521
r1_alias_not_found,Alfred L. Kennedy,failed,55523
r1_alias_not_found,Pauline Kael,failed,55524
r1_alias_not_found,Katherine Arden,failed,55525
